paperID,imageID,size,imagenumbers,imagepath,M,N,ImgEntropy,ratio,meangray,vargray,meanR,vargR,meanG,vargG,meanB,vargB,meanH,vargH,meanS,vargS,meanV,vargV
10.1109@TVCG.2009.122,10.1109@TVCG.2009.122_10_02_T01.jpg,87975,1,./image/2009/T01/10.1109@TVCG.2009.122/10.1109@TVCG.2009.122_10_02_T01.jpg,207,425,3.277023,2.05314,241.257903,1264.15579,240.212242,1345.413202,242.984939,1162.386672,234.9684,1873.356789,0.143251,0.044114,0.039401,0.008221,0.95367,0.01789
10.1109@TVCG.2009.122,10.1109@TVCG.2009.122_10_03_T01.jpg,283853,1,./image/2009/T01/10.1109@TVCG.2009.122/10.1109@TVCG.2009.122_10_03_T01.jpg,373,761,3.785591,2.040214,233.261389,2322.710821,231.700944,2427.380289,234.314571,2301.429101,231.908601,2418.867229,0.191382,0.074221,0.023246,0.005346,0.922222,0.034239
10.1109@TVCG.2009.122,10.1109@TVCG.2009.122_10_04_T01.jpg,526656,1,./image/2009/T01/10.1109@TVCG.2009.122/10.1109@TVCG.2009.122_10_04_T01.jpg,416,1266,6.349256,3.043269,192.205576,3948.961492,210.594817,1640.042956,185.813385,5630.969316,176.916458,5571.630996,0.305382,0.123895,0.243289,0.070767,0.848791,0.021701
10.1109@TVCG.2009.122,10.1109@TVCG.2009.122_10_05_T01.jpg,919213,1,./image/2009/T01/10.1109@TVCG.2009.122/10.1109@TVCG.2009.122_10_05_T01.jpg,841,1093,3.888976,1.299643,238.295917,734.445667,234.555362,1123.615553,241.310856,517.791843,232.585443,1390.517479,0.129479,0.040795,0.052474,0.010684,0.946837,0.007951
10.1109@TVCG.2009.122,10.1109@TVCG.2009.122_10_06_T01.jpg,181500,1,./image/2009/T01/10.1109@TVCG.2009.122/10.1109@TVCG.2009.122_10_06_T01.jpg,250,726,5.22426,2.904,221.098435,1010.1437,209.95027,1339.965505,228.553096,830.003489,212.244138,1645.12983,0.316378,0.037383,0.114133,0.007312,0.89864,0.012832
10.1109@TVCG.2009.122,10.1109@TVCG.2009.122_10_07_T01.jpg,1294258,1,./image/2009/T01/10.1109@TVCG.2009.122/10.1109@TVCG.2009.122_10_07_T01.jpg,958,1351,5.348142,1.41023,219.52855,3220.208544,222.204466,3306.82124,220.42679,3242.675813,207.855793,3949.081844,0.183952,0.064157,0.111799,0.029589,0.88544,0.046144
10.1109@TVCG.2009.122,10.1109@TVCG.2009.122_10_08_T01.jpg,258888,1,./image/2009/T01/10.1109@TVCG.2009.122/10.1109@TVCG.2009.122_10_08_T01.jpg,402,644,5.492475,1.60199,228.00929,2072.686171,227.560574,2015.40418,228.316554,2103.107169,227.570069,2146.481642,0.212571,0.080325,0.025865,0.005632,0.901186,0.030879
10.1109@TVCG.2009.122,10.1109@TVCG.2009.122_10_09_T01.jpg,691600,1,./image/2009/T01/10.1109@TVCG.2009.122/10.1109@TVCG.2009.122_10_09_T01.jpg,910,760,7.040415,0.835165,190.627575,2006.647436,201.445471,1801.02431,186.654909,2383.412451,182.489331,2779.289287,0.320138,0.096398,0.167804,0.030529,0.81432,0.022358
10.1109@TVCG.2009.122,10.1109@TVCG.2009.122_10_10_T01.jpg,622765,1,./image/2009/T01/10.1109@TVCG.2009.122/10.1109@TVCG.2009.122_10_10_T01.jpg,871,715,4.515501,0.820896,238.356916,754.307156,236.956094,1163.199537,239.750397,638.226806,234.801489,1138.572398,0.188461,0.08474,0.052637,0.010514,0.954533,0.00615
allpaper,10.1109@TVCG.2009.129,,13,,,,,,,,,,,,,,,,,,,
10.1109@TVCG.2009.129,10.1109@TVCG.2009.129_13_01_T01.jpg,419968,1,./image/2009/T01/10.1109@TVCG.2009.129/10.1109@TVCG.2009.129_13_01_T01.jpg,272,1544,1.719091,5.676471,241.327134,2338.823299,241.327134,2338.823299,241.327134,2338.823299,241.327134,2338.823299,0,0,0,0,0.946381,0.035968
10.1109@TVCG.2009.129,10.1109@TVCG.2009.129_13_02_T01.jpg,151600,1,./image/2009/T01/10.1109@TVCG.2009.129/10.1109@TVCG.2009.129_13_02_T01.jpg,200,758,2.095769,3.79,238.56971,2152.37257,238.56971,2152.37257,238.56971,2152.37257,238.56971,2152.37257,0,0,0,0,0.935567,0.033101
10.1109@TVCG.2009.129,10.1109@TVCG.2009.129_13_03_T01.jpg,148176,1,./image/2009/T01/10.1109@TVCG.2009.129/10.1109@TVCG.2009.129_13_03_T01.jpg,196,756,2.078751,3.857143,240.855071,1794.279633,240.853343,1794.505848,240.856542,1794.049357,240.855071,1794.279633,0.000741,0.000319,0.000021,0,0.944535,0.02759
10.1109@TVCG.2009.129,10.1109@TVCG.2009.129_13_04_T01.jpg,487620,1,./image/2009/T01/10.1109@TVCG.2009.129/10.1109@TVCG.2009.129_13_04_T01.jpg,645,756,1.902928,1.172093,241.126652,1859.595549,241.126652,1859.595549,241.126652,1859.595549,241.126652,1859.595549,0,0,0,0,0.945595,0.028598
10.1109@TVCG.2009.129,10.1109@TVCG.2009.129_13_05_T01.jpg,368928,1,./image/2009/T01/10.1109@TVCG.2009.129/10.1109@TVCG.2009.129_13_05_T01.jpg,488,756,2.383174,1.54918,237.981267,2366.3687,237.168578,2431.830597,238.643012,2338.973121,236.766816,2411.700232,0.035937,0.012489,0.011213,0.002584,0.935964,0.035952
10.1109@TVCG.2009.129,10.1109@TVCG.2009.129_13_06_T01.jpg,370120,1,./image/2009/T01/10.1109@TVCG.2009.129/10.1109@TVCG.2009.129_13_06_T01.jpg,487,760,2.461543,1.560575,238.941605,2143.517941,240.849111,2121.298259,238.106552,2180.012571,238.2839,2170.058856,0.086895,0.073792,0.013237,0.002534,0.944753,0.032587
10.1109@TVCG.2009.129,10.1109@TVCG.2009.129_13_07_T01.jpg,157456,1,./image/2009/T01/10.1109@TVCG.2009.129/10.1109@TVCG.2009.129_13_07_T01.jpg,208,757,1.697549,3.639423,243.976552,1622.51415,243.96192,1623.853327,243.984891,1621.0589,243.976552,1622.51415,0.006621,0.002977,0.000139,0.000002,0.956803,0.02493
10.1109@TVCG.2009.129,10.1109@TVCG.2009.129_13_08_T01.jpg,318276,1,./image/2009/T01/10.1109@TVCG.2009.129/10.1109@TVCG.2009.129_13_08_T01.jpg,421,756,1.87602,1.795724,242.566241,1439.525311,242.559002,1440.340935,242.570935,1438.658259,242.566241,1439.525311,0.003228,0.001441,0.000076,0.000001,0.951259,0.022125
10.1109@TVCG.2009.129,10.1109@TVCG.2009.129_13_09_T01.jpg,424281,1,./image/2009/T01/10.1109@TVCG.2009.129/10.1109@TVCG.2009.129_13_09_T01.jpg,559,759,2.130645,1.357782,238.978055,2582.684427,238.978055,2582.684427,238.978055,2582.684427,238.978055,2582.684427,0,0,0,0,0.937169,0.039718
10.1109@TVCG.2009.129,10.1109@TVCG.2009.129_13_10_T01.jpg,176320,1,./image/2009/T01/10.1109@TVCG.2009.129/10.1109@TVCG.2009.129_13_10_T01.jpg,232,760,2.099157,3.275862,239.076509,2550.183632,239.076509,2550.183632,239.076509,2550.183632,239.076509,2550.183632,0,0,0,0,0.937555,0.039219
10.1109@TVCG.2009.129,10.1109@TVCG.2009.129_13_11_T01.jpg,678040,1,./image/2009/T01/10.1109@TVCG.2009.129/10.1109@TVCG.2009.129_13_11_T01.jpg,440,1541,5.122472,3.502273,214.643054,3785.995871,214.984461,3783.671067,214.460468,3815.604469,214.716163,3791.759827,0.147096,0.069436,0.019938,0.004711,0.848635,0.056048
10.1109@TVCG.2009.129,10.1109@TVCG.2009.129_13_12_T01.jpg,271440,1,./image/2009/T01/10.1109@TVCG.2009.129/10.1109@TVCG.2009.129_13_12_T01.jpg,360,754,5.284858,2.094444,229.89373,1343.807576,230.734542,1316.933971,229.407674,1387.364882,230.266018,1339.527,0.194461,0.088543,0.025102,0.003347,0.913864,0.018044
10.1109@TVCG.2009.129,10.1109@TVCG.2009.129_13_13_T01.jpg,575166,1,./image/2009/T01/10.1109@TVCG.2009.129/10.1109@TVCG.2009.129_13_13_T01.jpg,373,1542,6.676542,4.134048,203.012183,2931.138052,221.749083,2913.449881,201.737834,3098.435359,160.365988,7568.419546,0.278663,0.068419,0.27287,0.115614,0.873895,0.044354
allpaper,10.1109@TVCG.2009.130,,9,,,,,,,,,,,,,,,,,,,
10.1109@TVCG.2009.130,10.1109@TVCG.2009.130_09_01_T01.jpg,486528,1,./image/2009/T01/10.1109@TVCG.2009.130/10.1109@TVCG.2009.130_09_01_T01.jpg,336,1448,3.466834,4.309524,238.98643,1542.814118,238.900518,1536.08545,238.961599,1554.167509,239.323774,1504.899388,0.108142,0.05571,0.00473,0.000296,0.939212,0.023017
10.1109@TVCG.2009.130,10.1109@TVCG.2009.130_09_02_T01.jpg,429440,1,./image/2009/T01/10.1109@TVCG.2009.130/10.1109@TVCG.2009.130_09_02_T01.jpg,305,1408,4.055,4.616393,221.674478,4329.769026,223.056664,4162.053696,220.981688,4514.781503,221.611031,4333.877123,0.105508,0.059649,0.048134,0.026875,0.882539,0.056938
10.1109@TVCG.2009.130,10.1109@TVCG.2009.130_09_03_T01.jpg,177599,1,./image/2009/T01/10.1109@TVCG.2009.130/10.1109@TVCG.2009.130_09_03_T01.jpg,337,527,2.470088,1.563798,236.193971,2813.264704,236.21213,2808.127717,236.178424,2816.34095,236.208047,2812.346861,0.023102,0.019282,0.000976,0.00008,0.926433,0.043156
10.1109@TVCG.2009.130,10.1109@TVCG.2009.130_09_04_T01.jpg,525420,1,./image/2009/T01/10.1109@TVCG.2009.130/10.1109@TVCG.2009.130_09_04_T01.jpg,378,1390,3.304594,3.677249,239.372858,1629.058442,239.755607,1586.264514,239.232951,1657.993241,239.077827,1675.807615,0.045583,0.024196,0.009197,0.002029,0.942521,0.023562
10.1109@TVCG.2009.130,10.1109@TVCG.2009.130_09_05_T01.jpg,388344,1,./image/2009/T01/10.1109@TVCG.2009.130/10.1109@TVCG.2009.130_09_05_T01.jpg,264,1471,4.562154,5.57197,222.029979,3144.122987,223.872711,2886.881432,221.167071,3358.814469,221.626509,3269.182647,0.192022,0.083838,0.044838,0.017031,0.886634,0.038875
10.1109@TVCG.2009.130,10.1109@TVCG.2009.130_09_06_T01.jpg,1104266,1,./image/2009/T01/10.1109@TVCG.2009.130/10.1109@TVCG.2009.130_09_06_T01.jpg,566,1951,4.726048,3.446996,209.376719,5486.918745,210.92403,5276.355731,208.344493,5721.256958,210.757006,5317.769607,0.247661,0.095237,0.069597,0.028188,0.841789,0.072665
10.1109@TVCG.2009.130,10.1109@TVCG.2009.130_09_07_T01.jpg,978520,1,./image/2009/T01/10.1109@TVCG.2009.130/10.1109@TVCG.2009.130_09_07_T01.jpg,680,1439,5.715748,2.116176,177.561984,6123.959905,183.657492,7792.272102,176.806043,6781.092778,165.450019,7864.755043,0.218579,0.082783,0.285123,0.111491,0.79143,0.063699
10.1109@TVCG.2009.130,10.1109@TVCG.2009.130_09_08_T01.jpg,1636889,1,./image/2009/T01/10.1109@TVCG.2009.130/10.1109@TVCG.2009.130_09_08_T01.jpg,839,1951,5.719461,2.325387,174.071314,8526.92138,175.173662,8331.163153,173.214219,8697.457938,175.731326,8455.988561,0.378673,0.116676,0.087025,0.026047,0.701663,0.123523
10.1109@TVCG.2009.130,10.1109@TVCG.2009.130_09_09_T01.jpg,243320,1,./image/2009/T01/10.1109@TVCG.2009.130/10.1109@TVCG.2009.130_09_09_T01.jpg,308,790,1.746395,2.564935,238.178185,2461.092634,238.178185,2461.092634,238.178185,2461.092634,238.178185,2461.092634,0,0,0,0,0.934032,0.037848
allpaper,10.1109@TVCG.2009.131,,6,,,,,,,,,,,,,,,,,,,
10.1109@TVCG.2009.131,10.1109@TVCG.2009.131_06_01_T01.jpg,226480,1,./image/2009/T01/10.1109@TVCG.2009.131/10.1109@TVCG.2009.131_06_01_T01.jpg,304,745,1.28736,2.450658,249.467039,734.130528,249.467039,734.130528,249.467039,734.130528,249.467039,734.130528,0,0,0,0,0.978302,0.01129
10.1109@TVCG.2009.131,10.1109@TVCG.2009.131_06_02_T01.jpg,215055,1,./image/2009/T01/10.1109@TVCG.2009.131/10.1109@TVCG.2009.131_06_02_T01.jpg,295,729,1.221806,2.471186,250.015782,641.279392,250.090242,636.709132,249.994592,643.307461,249.911716,645.595115,0.025131,0.016739,0.001161,0.000088,0.980868,0.009786
10.1109@TVCG.2009.131,10.1109@TVCG.2009.131_06_03_T01.jpg,218322,1,./image/2009/T01/10.1109@TVCG.2009.131/10.1109@TVCG.2009.131_06_03_T01.jpg,311,702,1.738948,2.257235,247.599559,920.11465,247.582731,919.192126,247.608487,921.159435,247.597365,921.538518,0.031418,0.019119,0.001449,0.000333,0.971423,0.014054
10.1109@TVCG.2009.131,10.1109@TVCG.2009.131_06_04_T01.jpg,461472,1,./image/2009/T01/10.1109@TVCG.2009.131/10.1109@TVCG.2009.131_06_04_T01.jpg,304,1518,4.017889,4.993421,63.395363,3435.3089,64.976339,3338.398765,62.656833,3485.001223,63.742318,3504.657032,0.742536,0.10743,0.08581,0.007788,0.259214,0.052838
10.1109@TVCG.2009.131,10.1109@TVCG.2009.131_06_06_T01.jpg,2731311,1,./image/2009/T01/10.1109@TVCG.2009.131/10.1109@TVCG.2009.131_06_06_T01.jpg,1761,1551,4.69331,0.88075,70.491369,1705.396524,77.01444,2399.43809,65.439876,1527.476992,80.243946,2084.550193,0.669479,0.032057,0.168396,0.029265,0.330412,0.03935
10.1109@TVCG.2009.131,10.1109@TVCG.2009.131_06_07_T01.jpg,336737,1,./image/2009/T01/10.1109@TVCG.2009.131/10.1109@TVCG.2009.131_06_07_T01.jpg,479,703,1.118586,1.467641,248.078117,1163.789046,248.078117,1163.789046,248.078117,1163.789046,248.078117,1163.789046,0,0,0,0,0.972855,0.017898
allpaper,10.1109@TVCG.2009.144,,10,,,,,,,,,,,,,,,,,,,
10.1109@TVCG.2009.144,10.1109@TVCG.2009.144_10_01_T01.jpg,751275,1,./image/2009/T01/10.1109@TVCG.2009.144/10.1109@TVCG.2009.144_10_01_T01.jpg,567,1325,6.460241,2.336861,152.913106,3180.453433,151.756137,3294.240065,153.07479,3169.984871,155.075023,3076.220567,0.413308,0.074001,0.053531,0.003957,0.616196,0.046892
10.1109@TVCG.2009.144,10.1109@TVCG.2009.144_10_02_T01.jpg,595334,1,./image/2009/T01/10.1109@TVCG.2009.144/10.1109@TVCG.2009.144_10_02_T01.jpg,394,1511,5.963055,3.835025,198.083719,2975.306883,199.112963,3294.837709,197.445177,3018.075477,198.565805,2943.565983,0.348829,0.076744,0.108635,0.019776,0.819783,0.038883
10.1109@TVCG.2009.144,10.1109@TVCG.2009.144_10_03_T01.jpg,255136,1,./image/2009/T01/10.1109@TVCG.2009.144/10.1109@TVCG.2009.144_10_03_T01.jpg,469,544,4.224777,1.159915,182.773133,5724.087501,187.907289,5445.562839,180.957101,6010.85034,178.571801,6355.915702,0.176493,0.096095,0.064919,0.022143,0.739785,0.083125
10.1109@TVCG.2009.144,10.1109@TVCG.2009.144_10_04_T01.jpg,402977,1,./image/2009/T01/10.1109@TVCG.2009.144/10.1109@TVCG.2009.144_10_04_T01.jpg,271,1487,3.928272,5.487085,227.878589,2024.309517,226.19376,2352.533491,228.876824,1940.73081,227.14448,2199.265157,0.170431,0.067236,0.054359,0.011928,0.909204,0.02507
10.1109@TVCG.2009.144,10.1109@TVCG.2009.144_10_05_T01.jpg,198716,1,./image/2009/T01/10.1109@TVCG.2009.144/10.1109@TVCG.2009.144_10_05_T01.jpg,302,658,6.658388,2.178808,157.114168,3068.459939,155.759929,3161.626566,157.551169,3077.554843,158.40505,3059.533037,0.413654,0.07332,0.061833,0.007161,0.634135,0.0455
10.1109@TVCG.2009.144,10.1109@TVCG.2009.144_10_06_T01.jpg,480012,1,./image/2009/T01/10.1109@TVCG.2009.144/10.1109@TVCG.2009.144_10_06_T01.jpg,663,724,6.749217,1.092006,152.794795,3821.538836,151.490934,4060.991164,153.636747,3833.770149,151.835379,3831.773467,0.398656,0.076397,0.073505,0.01544,0.617309,0.057084
10.1109@TVCG.2009.144,10.1109@TVCG.2009.144_10_07_T01.jpg,530130,1,./image/2009/T01/10.1109@TVCG.2009.144/10.1109@TVCG.2009.144_10_07_T01.jpg,431,1230,6.068669,2.853828,195.641188,2650.717144,195.977287,2702.952775,195.628155,2649.601991,194.858878,2617.155827,0.283714,0.079564,0.032333,0.002258,0.7776,0.038978
10.1109@TVCG.2009.144,10.1109@TVCG.2009.144_10_08_T01.jpg,721776,1,./image/2009/T01/10.1109@TVCG.2009.144/10.1109@TVCG.2009.144_10_08_T01.jpg,528,1367,4.680259,2.589015,172.653471,5571.72211,174.129119,5406.304624,172.051638,5661.68961,171.743323,5662.503659,0.204545,0.096419,0.043019,0.003806,0.688691,0.081765
10.1109@TVCG.2009.144,10.1109@TVCG.2009.144_10_09_T01.jpg,344352,1,./image/2009/T01/10.1109@TVCG.2009.144/10.1109@TVCG.2009.144_10_09_T01.jpg,272,1266,5.117923,4.654412,196.496164,4225.292544,196.110611,4330.843622,196.489136,4238.046689,197.454985,4115.147609,0.261513,0.086367,0.043858,0.006654,0.78498,0.059704
10.1109@TVCG.2009.144,10.1109@TVCG.2009.144_10_10_T01.jpg,1064664,1,./image/2009/T01/10.1109@TVCG.2009.144/10.1109@TVCG.2009.144_10_10_T01.jpg,744,1431,5.755714,1.923387,220.246387,1660.90607,223.372688,1663.908709,221.557885,1686.310982,205.200279,1991.65249,0.176386,0.032295,0.09996,0.00806,0.883275,0.024305
allpaper,10.1109@TVCG.2009.145,,16,,,,,,,,,,,,,,,,,,,
10.1109@TVCG.2009.145,10.1109@TVCG.2009.145_16_01_T01.jpg,578318,1,./image/2009/T01/10.1109@TVCG.2009.145/10.1109@TVCG.2009.145_16_01_T01.jpg,767,754,6.0275,0.983051,98.755377,782.154353,70.788417,855.072568,108.825407,1149.902727,120.322675,1471.80653,0.512306,0.025455,0.364289,0.060641,0.477003,0.022925
10.1109@TVCG.2009.145,10.1109@TVCG.2009.145_16_02_T01.jpg,334560,1,./image/2009/T01/10.1109@TVCG.2009.145/10.1109@TVCG.2009.145_16_02_T01.jpg,246,1360,3.218866,5.528455,239.849384,1314.304587,239.830876,1319.178712,239.824247,1313.533594,239.998589,1307.382959,0.064134,0.042252,0.001612,0.000063,0.941352,0.020078
